srno,Production
32,199.836446825648
35,310.47188031962395
42,51807247.83082776
43,142.58513706579427
47,614.6886031169923
51,67.48111298451603
52,465.3466765785799
71,1.0578651490672653
74,1.1657228032642795
76,72633160.50384347
88,4741.878660919663
92,32.13590595278414
104,953.4396455740412
110,20185.012702488402
119,97.30167906657776
120,585.162879561453
121,1.9605823751399367
122,479.00130676038947
123,823.3138303329187
124,464.8630566265091
128,29462.471688487964
133,24806467.794533983
140,11799.299858918126
145,1232.6404690925042
150,17298.59420410993
155,1462.1206594836676
159,3094.829012670503
165,1845.7021415531844
173,4084.0859387521587
175,25.548818485948047
178,875.4700609208393
180,1022.7081983733567
181,218.4993165330285
186,1703.641934634398
197,102.89206685059449
202,2532.3323765018295
209,10508.501433528378
216,67600.67205733129
221,20668.88116570684
222,187.7721485041344
225,2476.928579339855
231,1964.2140490246938
248,495.32270307207284
262,12998.588747996298
275,0.9449865587929335
284,5913.105685309713
289,2805.0515728765013
291,9716.442899576938
301,218.9557181038301
303,122388.39820496169
322,136.66488869518605
336,497.3012934939635
345,7128.237403538796
347,18904.632024407725
359,225.31789656930582
363,12.717421259733982
364,8978.847070244605
371,225.39928239601397
372,429.8862434852324
374,3273405.717521409
377,418.60408290173035
379,41.7866935970158
387,4657.705737557943
389,3247.037256543146
405,2.0183533804206517
417,4.711431986851911
421,3894281.076236371
428,1517.9646699319514
430,476913.4617867299
431,62234.09606178293
443,56.23258476619388
452,79.46779108645602
453,285.0839257764828
457,18.638112928028605
460,18501.228311783045
469,27077.410884345547
476,19635.39753918316
483,211642.72900522212
507,705.2772722571318
509,36.56512346304285
528,270.0969420659078
529,19.523231471719274
533,37.93460621722639
545,324.61169395567896
548,449.3565076324964
550,24.410167286136698
564,7.13397991603536
570,19165.93596928116
572,128.41336980968254
573,0.9882796558081002
575,3661.098632255015
585,8816.61674710471
590,25.887654564038428
596,34801.47336916091
601,464.125913659707
604,18.999507427235088
613,8.667625798689697
614,17643.548842140535
617,2050.6373436756344
625,10620.842871054636
627,29171.07734234894
629,50001.38467462942
631,19960.67616624959
633,986.2995033717863
636,5400.544064669022
643,26.839603147190477
644,3641.5839434692166
671,1257.603593379941
677,118.45614709917871
689,3253.557271518
700,261144.59917668128
708,1531.257279929285
709,3741.39277504705
722,2700.3308009973402
724,4.118831163033846
727,770.7953403283351
730,29.16492595818016
731,8449.347956723586
732,801.027430942559
733,67601.66403986176
737,189.24941821807724
753,663.152115430315
762,98736.31788271412
773,3887.2859122588466
796,8208.317487590803
798,1.6461638784164987
804,618.5133535487696
819,6505.01006541751
831,155.34815217066335
835,3120.849872768728
839,574.2162983865093
860,4256.239142261502
869,563.7880091836944
872,8853.753826199385
898,62082.99413198806
901,6.22296984775498
904,39.88127018387421
909,83462.93255037312
913,3.0071211113165455
918,1112.6767642214695
920,8.956940857730649
923,1107.603416392051
926,7.13299723927518
930,383.2825043241707
936,3805.3061306255872
955,112213.50698782108
956,202.84184719953709
964,261.3039738128005
965,412.85788997769345
984,5941062.5701351855
991,1394.6787725065274
994,278.7221319311846
999,3059721.469574452
1000,586.335533459316
1002,71826.01182327852
1012,1677.7799220156364
1021,95.93922422592279
1036,79242.90367490302
1049,64740.27767083491
1057,134.34383069531148
1069,231798.20293856016
1072,9.187307608723126
1079,12469.278736906284
1086,560.6531950504595
1095,1.9324419013454655
1111,13.182780227994751
1112,659.4935494022611
1120,1166.530617532442
1122,10.289053415803785
1124,41.915449327137395
1132,524.7016896582784
1134,53.0061037324232
1154,2444.088774840663
1167,2429.899935919098
1183,1953.746853444898
1185,4873.711317760102
1186,0.9743868660202476
1192,17.40618346024379
1208,5236.262541522587
1210,8259.542568960545
1226,15.701129307348227
1228,3933.011975608147
1230,8539.39181379331
